datetime,open,high,low,close,volume
2026-01-30 09:15:00,833.0,873.6,831.2,872.9,78367
2026-01-30 10:15:00,872.9,945.0,872.4,941.6,1135160
2026-01-30 11:15:00,940.6,942.0,893.1,897.0,2314110
2026-01-30 12:15:00,897.3,910.1,895.7,899.0,580330
2026-01-30 13:15:00,899.0,907.2,897.3,906.0,321730
2026-01-30 14:15:00,906.2,914.0,888.0,901.7,805725
2026-01-30 15:15:00,901.9,913.5,897.1,900.0,184499
2026-02-01 09:15:00,900.0,908.3,885.95,906.4,89600
2026-02-01 10:15:00,906.4,909.0,895.4,902.9,110716
2026-02-01 11:15:00,902.9,907.4,896.25,901.5,78878
2026-02-01 12:15:00,901.5,901.5,885.6,896.55,7193
2026-02-01 13:15:00,896.55,898.0,892.0,895.85,3086
2026-02-01 14:15:00,895.85,908.9,892.05,897.6,9875
2026-02-01 15:15:00,897.6,944.0,885.0,885.0,12089
2026-02-02 09:15:00,895.0,903.05,885.1,895.0,54917
2026-02-02 10:15:00,895.0,899.1,885.6,888.4,55161
2026-02-02 11:15:00,887.05,893.35,885.15,892.15,45938
2026-02-02 12:15:00,891.7,894.45,872.0,887.05,125449
2026-02-02 13:15:00,887.05,889.0,881.65,887.45,17053
2026-02-02 14:15:00,887.45,892.05,884.1,890.95,17340
2026-02-02 15:15:00,890.95,899.0,888.0,899.0,21103
2026-02-03 09:15:00,958.1,958.1,902.95,906.95,129265
2026-02-03 10:15:00,906.95,909.5,901.0,901.3,106562
2026-02-03 11:15:00,902.3,902.3,884.7,887.85,99917
2026-02-03 12:15:00,887.85,889.1,877.5,880.45,146251
2026-02-03 13:15:00,880.45,887.0,871.1,881.4,89995
2026-02-03 14:15:00,881.4,897.0,871.0,876.85,112940
2026-02-03 15:15:00,875.75,885.8,874.5,885.5,23372
2026-02-04 09:15:00,865.0,871.65,850.25,857.75,118033
2026-02-04 10:15:00,857.75,859.0,845.5,849.75,56817
2026-02-04 11:15:00,849.75,850.35,842.05,845.4,603032
2026-02-04 12:15:00,845.4,903.1,845.4,894.45,212451
2026-02-04 13:15:00,895.0,914.0,867.65,877.1,202587
2026-02-04 14:15:00,877.1,879.6,870.5,877.8,46170
2026-02-04 15:15:00,878.9,904.8,872.4,882.0,49081
2026-02-05 09:15:00,883.5,893.45,875.0,889.7,162243
2026-02-05 10:15:00,889.7,894.75,888.0,889.65,85250
2026-02-05 11:15:00,889.65,892.5,878.6,878.6,104334
2026-02-05 12:15:00,878.6,883.1,874.75,882.0,59318
2026-02-05 13:15:00,882.0,883.8,880.0,881.6,5616
2026-02-05 14:15:00,881.6,887.95,881.05,886.75,14073
2026-02-05 15:15:00,886.55,898.0,885.55,898.0,13888
2026-02-06 09:15:00,887.8,887.8,865.3,866.7,69705
2026-02-06 10:15:00,866.1,869.3,855.95,857.4,60097
2026-02-06 11:15:00,857.4,858.95,851.5,852.6,119317
2026-02-06 12:15:00,852.6,875.0,846.8,868.6,415700
2026-02-06 13:15:00,868.6,876.4,867.55,876.3,24997
2026-02-06 14:15:00,876.3,894.95,875.6,889.45,49046
2026-02-06 15:15:00,889.45,893.15,876.0,881.4,75632
2026-02-09 09:15:00,898.5,907.75,881.0,903.2,56012
2026-02-09 10:15:00,903.05,911.55,903.05,910.5,17884
2026-02-09 11:15:00,910.5,912.8,905.15,906.0,65206
2026-02-09 12:15:00,906.0,912.35,904.3,911.0,113649
2026-02-09 13:15:00,911.0,911.0,906.45,906.45,172865
2026-02-09 14:15:00,906.35,914.0,906.35,911.75,34652
2026-02-09 15:15:00,911.75,912.85,908.15,910.25,10682
2026-02-10 09:15:00,915.0,920.0,911.5,913.0,46906
2026-02-10 10:15:00,913.0,919.0,912.25,917.85,67093
2026-02-10 11:15:00,917.85,918.6,912.25,913.35,70432
2026-02-10 12:15:00,913.35,926.8,913.0,920.9,53913
2026-02-10 13:15:00,920.9,936.0,920.8,934.2,34211
2026-02-10 14:15:00,934.2,958.0,933.2,952.75,58989
2026-02-10 15:15:00,952.75,954.4,946.25,950.2,35122
2026-02-11 09:15:00,953.4,956.2,945.0,948.5,22284
2026-02-11 10:15:00,948.5,965.9,948.4,962.7,128141
2026-02-11 11:15:00,962.7,968.0,956.0,967.5,57434
2026-02-11 12:15:00,967.5,968.0,962.9,965.0,55394
2026-02-11 13:15:00,965.0,983.25,963.65,982.05,52201
2026-02-11 14:15:00,982.75,985.5,980.0,983.85,29670
2026-02-11 15:15:00,984.35,987.55,980.5,981.35,14444
2026-02-12 09:15:00,977.6,1000.9,966.65,989.5,112736
2026-02-12 10:15:00,988.45,991.3,982.0,984.55,53190
2026-02-12 11:15:00,984.55,989.2,982.0,985.35,65777
2026-02-12 12:15:00,985.35,992.5,984.2,986.0,72966
2026-02-12 13:15:00,986.0,987.95,983.7,983.8,6045
2026-02-12 14:15:00,983.8,986.45,981.0,982.8,18252
2026-02-12 15:15:00,982.75,986.0,981.0,986.0,21916
2026-02-13 09:15:00,981.9,1035.95,981.9,1028.5,418683
2026-02-13 10:15:00,1027.5,1052.6,1017.0,1036.6,608395
2026-02-13 11:15:00,1036.6,1042.9,1029.9,1036.85,222350
2026-02-13 12:15:00,1037.6,1043.8,1027.75,1040.6,131867
2026-02-13 13:15:00,1040.6,1042.6,1027.0,1037.8,109805
2026-02-13 14:15:00,1039.0,1044.05,1032.0,1043.4,125089
2026-02-13 15:15:00,1043.4,1047.9,1039.15,1041.0,99385
2026-02-16 09:15:00,1075.0,1108.0,1073.5,1106.95,694592
2026-02-16 10:15:00,1105.6,1107.95,1100.0,1100.7,134112
2026-02-16 11:15:00,1100.65,1111.0,1100.1,1106.0,119084
2026-02-16 12:15:00,1106.0,1106.95,1098.95,1099.45,80212
2026-02-16 13:15:00,1100.2,1102.0,1091.95,1092.85,143397
2026-02-16 14:15:00,1092.85,1101.75,1080.6,1099.75,242540
2026-02-16 15:15:00,1100.4,1101.95,1095.0,1097.0,63775
2026-02-17 09:15:00,1085.0,1101.65,1085.0,1091.5,78784
2026-02-17 10:15:00,1091.5,1096.85,1075.5,1075.55,106454
2026-02-17 11:15:00,1075.55,1077.85,1066.0,1067.95,107958
2026-02-17 12:15:00,1067.95,1069.9,1065.0,1065.85,33106
2026-02-17 13:15:00,1066.5,1077.9,1066.5,1074.0,15318
2026-02-17 14:15:00,1074.0,1079.2,1068.75,1070.9,24624
2026-02-17 15:15:00,1070.65,1078.3,1065.0,1070.25,25407
2026-02-18 09:15:00,1073.6,1081.15,1066.7,1069.4,61310
2026-02-18 10:15:00,1069.4,1076.2,1065.0,1070.0,73050
2026-02-18 11:15:00,1070.0,1070.0,1066.0,1070.0,39169
2026-02-18 12:15:00,1070.0,1073.15,1062.5,1062.5,95334
2026-02-18 13:15:00,1062.5,1065.15,1059.45,1060.55,23731
2026-02-18 14:15:00,1060.55,1067.0,1060.2,1061.45,18570
2026-02-18 15:15:00,1061.45,1064.85,1057.0,1057.0,17459
2026-02-19 09:15:00,1061.1,1070.0,1057.6,1060.5,44895
2026-02-19 10:15:00,1060.5,1061.85,1055.5,1057.95,57784
2026-02-19 11:15:00,1057.95,1058.35,1051.0,1051.0,93473
2026-02-19 12:15:00,1051.0,1051.9,1043.3,1047.8,48371
2026-02-19 13:15:00,1047.8,1047.95,1035.15,1042.75,19348
2026-02-19 14:15:00,1042.75,1042.75,1036.55,1039.95,8797
2026-02-19 15:15:00,1040.2,1040.95,1032.85,1032.85,12696
2026-02-20 09:15:00,1037.0,1039.4,1008.3,1012.15,105176
2026-02-20 10:15:00,1010.5,1021.95,1010.5,1017.15,42843
2026-02-20 11:15:00,1017.15,1019.95,1016.0,1016.45,102443
2026-02-20 12:15:00,1016.45,1020.85,1016.0,1017.8,41352
2026-02-20 13:15:00,1017.8,1019.55,1013.15,1017.15,3424
2026-02-20 14:15:00,1017.15,1022.0,1000.0,1009.95,83693
2026-02-20 15:15:00,1008.9,1014.0,1006.3,1014.0,25254
2026-02-23 09:15:00,1016.05,1024.8,971.0,973.05,116644
2026-02-23 10:15:00,973.05,980.45,960.5,967.85,136566
2026-02-23 11:15:00,967.05,987.45,965.85,979.7,74650
2026-02-23 12:15:00,979.7,980.5,975.55,979.7,59144
2026-02-23 13:15:00,977.95,991.0,977.25,984.25,7056
2026-02-23 14:15:00,984.25,987.7,979.35,984.85,20646
2026-02-23 15:15:00,984.85,987.8,982.25,987.45,11383
2026-02-24 09:15:00,980.0,990.0,955.0,957.15,91250
2026-02-24 10:15:00,956.0,958.5,951.0,957.15,86813
2026-02-24 11:15:00,957.15,962.2,953.45,956.45,122714
2026-02-24 12:15:00,956.45,958.8,953.15,954.1,1887
2026-02-24 13:15:00,954.1,954.15,940.6,940.7,25526
2026-02-24 14:15:00,940.7,942.9,928.85,931.15,57691
2026-02-24 15:15:00,931.15,934.0,926.3,932.15,22049
2026-02-25 09:15:00,925.0,950.65,925.0,947.6,72581
